Frequency (Hz)	Level (dB)
366.737366	-72.254395
367.410278	-73.583557
368.083191	-72.363846
368.756104	-72.832428
369.429016	-72.238609
370.101929	-71.155380
370.774841	-72.508331
371.447754	-72.751190
372.120667	-72.432083
372.793579	-72.335739
373.466492	-72.181717
374.139404	-72.513336
374.812317	-71.315094
375.485229	-71.800751
376.158142	-73.189964
376.831055	-72.024490
377.503967	-72.254768
378.176880	-70.927231
378.849792	-72.070496
379.522705	-71.259094
380.195618	-69.646904
380.868530	-70.291321
381.541443	-69.801033
382.214355	-70.570213
382.887268	-70.983185
383.560181	-71.258659
384.233093	-69.824417
384.906006	-72.634964
385.578918	-71.252144
386.251831	-71.565880
386.924744	-71.108269
387.597656	-70.397675
388.270569	-70.875145
388.943481	-69.513260
389.616394	-70.923264
390.289307	-69.472847
390.962219	-70.346909
391.635132	-70.926682
392.308044	-69.565147
392.980957	-69.760559
393.653870	-70.349548
394.326782	-69.170311
394.999695	-70.610329
395.672607	-68.892670
396.345520	-69.433762
397.018433	-67.882370
397.691345	-68.363152
398.364258	-68.002151
399.037170	-68.583847
399.710083	-68.970177
400.382996	-67.618057
401.055908	-67.450539
401.728821	-67.299301
402.401733	-67.749344
403.074646	-66.807831
403.747559	-67.455482
404.420471	-66.908798
405.093384	-67.105110
405.766296	-66.696533
406.439209	-67.081802
407.112122	-66.583809
407.785034	-67.091118
408.457947	-66.684967
409.130859	-66.118423
409.803772	-66.547951
410.476685	-67.961754
411.149597	-65.769127
411.822510	-65.472443
412.495422	-65.711151
413.168335	-65.747154
413.841248	-66.720085
414.514160	-66.314400
415.187073	-66.510208
415.859985	-65.325890
416.532898	-64.964668
417.205811	-63.608738
417.878723	-65.020187
418.551636	-64.867752
419.224548	-64.381744
419.897461	-65.646683
420.570374	-64.839371
421.243286	-63.756748
421.916199	-62.645676
422.589111	-62.266663
423.262024	-64.652122
423.934937	-62.676544
424.607849	-62.631443
425.280762	-64.373779
425.953674	-63.110012
426.626587	-62.788467
427.299500	-61.191097
427.972412	-63.479168
428.645325	-62.375515
429.318237	-63.774208
429.991150	-64.108345
430.664062	-61.456638
431.336975	-62.985149
432.009888	-62.486248
432.682800	-61.458759
433.355713	-62.175987
434.028625	-61.839352
434.701538	-62.171360
435.374451	-61.992477
436.047363	-63.359520
436.720276	-62.277142
437.393188	-64.370102
438.066101	-63.620102
438.739014	-62.150703
439.411926	-63.513435
440.084839	-65.132599
440.757751	-64.039764
441.430664	-64.382645
442.103577	-63.643745
442.776489	-64.364029
443.449402	-64.924789
444.122314	-65.285118
444.795227	-64.491005
445.468140	-64.895782
446.141052	-64.183937
446.813965	-65.363220
447.486877	-65.189812
448.159790	-66.521317
448.832703	-65.745277
449.505615	-66.361183
450.178528	-66.290649
450.851440	-65.249161
451.524353	-66.939774
452.197266	-67.160126
452.870178	-65.178268
453.543091	-65.519974
454.216003	-65.039047
454.888916	-67.068161
455.561829	-67.543678
456.234741	-65.961082
456.907654	-66.987579
457.580566	-67.753845
458.253479	-67.787430
458.926392	-69.140160
459.599304	-67.659157
460.272217	-68.674194
460.945129	-67.199608
461.618042	-68.059998
462.290955	-68.964119
462.963867	-69.612427
463.636780	-68.735291
464.309692	-69.575020
464.982605	-69.089302
465.655518	-69.829292
466.328430	-68.498131
467.001343	-70.556984
467.674255	-70.884064
468.347168	-71.130653
469.020081	-69.517525
469.692993	-69.247276
470.365906	-70.578331
471.038818	-70.585503
471.711731	-70.039940
472.384644	-69.917969
473.057556	-71.353394
473.730469	-68.984741
474.403381	-70.296776
475.076294	-70.739868
475.749207	-69.981384
476.422119	-70.267342
477.095032	-72.242050
477.767944	-71.009613
478.440857	-69.241104
479.113770	-71.851967
479.786682	-71.198868
480.459595	-71.072998
481.132507	-71.012772
481.805420	-72.495461
482.478333	-71.924896
483.151245	-72.508911
483.824158	-71.962860
484.497070	-69.850693
485.169983	-70.217232
485.842896	-71.006599
486.515808	-72.376526
487.188721	-70.665413
487.861633	-70.827934
488.534546	-69.903870
489.207458	-72.252556
489.880371	-70.782875
490.553284	-72.057747
491.226196	-71.965218
491.899109	-71.241501
492.572021	-72.106224
493.244934	-72.867966
493.917847	-75.325111
494.590759	-72.363739
495.263672	-71.962746
495.936584	-72.713280
496.609497	-71.339180
497.282410	-71.707512
497.955322	-74.125008
498.628235	-73.225365
499.301147	-72.598724
499.974060	-72.087334
500.646973	-72.614243
501.319885	-70.634766
501.992798	-72.378822
502.665710	-72.518578
503.338623	-72.716995
504.011536	-72.881516
504.684448	-72.925514
505.357361	-72.602463
506.030273	-72.227745
506.703186	-70.985817
507.376099	-72.790352
508.049011	-71.810760
508.721924	-72.264000
509.394836	-74.042496
510.067749	-72.662048
510.740662	-71.750854
511.413574	-72.379616
512.086487	-73.170029
512.759399	-73.436729
513.432312	-72.251389
514.105225	-71.781944
514.778137	-72.454895
515.451050	-72.059158
516.123962	-71.488846
516.796875	-72.269539
517.469788	-71.966370
518.142700	-73.340538
518.815613	-73.537354
519.488525	-72.794151
520.161438	-73.812035
520.834351	-72.624382
521.507263	-73.141724
522.180176	-72.427521
522.853088	-72.511314
523.526001	-73.780190
524.198914	-72.047203
524.871826	-73.132889
525.544739	-73.654800
526.217651	-71.882172
526.890564	-71.198425
527.563477	-71.309944
528.236389	-73.055885
528.909302	-73.555687
529.582214	-72.859482
530.255127	-72.696785
530.928040	-71.843002
531.600952	-74.253197
532.273865	-73.400574
532.946777	-72.785843
533.619690	-73.136818
534.292603	-74.459709
534.965515	-72.964378
535.638428	-74.179100
536.311340	-73.312592
536.984253	-71.756210
537.657166	-71.886566
538.330078	-71.519836
539.002991	-73.323891
539.675903	-73.776825
540.348816	-74.189537
541.021729	-72.865593
541.694641	-74.570107
542.367554	-73.325478
543.040466	-72.022438
543.713379	-74.408699
544.386292	-73.782448
545.059204	-72.822479
545.732117	-72.982941
546.405029	-72.609955
547.077942	-71.098686
547.750854	-74.467743
548.423767	-73.721054
549.096680	-74.449951
549.769592	-73.968567
550.442505	-72.302711
551.115417	-72.045517
551.788330	-73.256889
552.461243	-72.169052
