Frequency (Hz)	Level (dB)
2939.282227	-46.988766
2950.048828	-47.232384
2960.815430	-47.064487
2971.582031	-47.339432
2982.348633	-47.607079
2993.115234	-47.482559
3003.881836	-47.618568
3014.648438	-47.561359
3025.415039	-47.208656
3036.181641	-47.440121
3046.948242	-47.352776
3057.714844	-47.074848
3068.481445	-46.560734
3079.248047	-46.343025
3090.014648	-46.714352
3100.781250	-46.242264
3111.547852	-45.677086
3122.314453	-45.249989
3133.081055	-44.687138
3143.847656	-44.426136
3154.614258	-44.208927
3165.380859	-43.554146
3176.147461	-43.024128
3186.914062	-43.208408
3197.680664	-43.046432
3208.447266	-43.314823
3219.213867	-43.695229
3229.980469	-43.859531
3240.747070	-44.259930
3251.513672	-44.790489
3262.280273	-44.950020
3273.046875	-45.366760
3283.813477	-46.110405
3294.580078	-46.291485
3305.346680	-46.472019
3316.113281	-47.081631
3326.879883	-47.077614
3337.646484	-46.998695
3348.413086	-47.183182
3359.179688	-47.526047
3369.946289	-47.829067
3380.712891	-47.482159
3391.479492	-47.971771
3402.246094	-47.418133
3413.012695	-47.180946
3423.779297	-46.865513
3434.545898	-46.857204
3445.312500	-46.432003
3456.079102	-46.258053
3466.845703	-45.380634
3477.612305	-45.376102
3488.378906	-44.560101
3499.145508	-43.777195
3509.912109	-42.769943
3520.678711	-41.845463
3531.445312	-41.247334
3542.211914	-40.463707
3552.978516	-40.461651
3563.745117	-40.295143
3574.511719	-40.589897
3585.278320	-41.199924
3596.044922	-41.645184
3606.811523	-42.664795
3617.578125	-43.865368
3628.344727	-44.334137
3639.111328	-45.143024
3649.877930	-45.457336
3660.644531	-45.873917
3671.411133	-46.350761
3682.177734	-46.436241
3692.944336	-46.799129
3703.710938	-47.271996
3714.477539	-47.686321
3725.244141	-47.257805
3736.010742	-47.338154
3746.777344	-47.305916
3757.543945	-46.924896
3768.310547	-47.048172
3779.077148	-46.109928
3789.843750	-46.341980
3800.610352	-45.923817
3811.376953	-45.018795
3822.143555	-44.683304
3832.910156	-44.045910
3843.676758	-42.669189
3854.443359	-41.862938
3865.209961	-40.710953
3875.976562	-39.585186
3886.743164	-38.890572
3897.509766	-38.117863
3908.276367	-38.270775
3919.042969	-38.545830
3929.809570	-39.260574
3940.576172	-40.561928
3951.342773	-41.297955
3962.109375	-42.560368
3972.875977	-43.297596
3983.642578	-43.802219
3994.409180	-44.694649
4005.175781	-45.230373
4015.942383	-46.147877
4026.708984	-46.603580
4037.475586	-46.711605
4048.242188	-47.107861
4059.008789	-46.849178
4069.775391	-46.604103
4080.541992	-47.007851
4091.308594	-47.042416
4102.075195	-46.529045
4112.841797	-46.364609
4123.608398	-46.222385
4134.375000	-46.144108
4145.141602	-45.255440
4155.908203	-45.315250
4166.674805	-44.175503
4177.441406	-43.511028
4188.208008	-42.783863
4198.974609	-41.674358
4209.741211	-40.595234
4220.507812	-40.001835
4231.274414	-39.562569
4242.041016	-38.727520
4252.807617	-38.221790
4263.574219	-38.728710
4274.340820	-39.194603
4285.107422	-40.576782
4295.874023	-41.452915
4306.640625	-42.691082
4317.407227	-44.090591
4328.173828	-44.710541
4338.940430	-45.308876
4349.707031	-46.576969
4360.473633	-47.163815
4371.240234	-47.646595
4382.006836	-47.911674
4392.773438	-48.387222
4403.540039	-49.345226
4414.306641	-49.620960
4425.073242	-49.524204
4435.839844	-49.636372
4446.606445	-49.947849
4457.373047	-49.688694
4468.139648	-50.115112
4478.906250	-49.868279
4489.672852	-49.931915
4500.439453	-49.802807
4511.206055	-49.588516
4521.972656	-49.234398
4532.739258	-48.720299
4543.505859	-48.306801
4554.272461	-47.773857
4565.039062	-47.264256
4575.805664	-45.855297
4586.572266	-45.301525
4597.338867	-45.284779
4608.105469	-45.497044
4618.872070	-46.048904
4629.638672	-47.549477
4640.405273	-48.635464
4651.171875	-50.321815
4661.938477	-51.334728
4672.705078	-53.245853
4683.471680	-54.305546
4694.238281	-55.519058
4705.004883	-56.234200
4715.771484	-57.543747
4726.538086	-58.290718
4737.304688	-59.188789
4748.071289	-59.771053
4758.837891	-60.106888
4769.604492	-60.998898
4780.371094	-61.704350
4791.137695	-62.315823
4801.904297	-62.713722
4812.670898	-63.183186
4823.437500	-63.453194
4834.204102	-63.616447
4844.970703	-63.692509
4855.737305	-63.899273
4866.503906	-63.919155
4877.270508	-64.291542
4888.037109	-64.597740
4898.803711	-64.113190
4909.570312	-63.894131
4920.336914	-64.052971
4931.103516	-63.994816
4941.870117	-63.497910
4952.636719	-63.656395
4963.403320	-63.966629
4974.169922	-65.039413
4984.936523	-66.237778
4995.703125	-66.725418
5006.469727	-67.072495
5017.236328	-67.609634
5028.002930	-67.841026
5038.769531	-68.005836
5049.536133	-68.180336
5060.302734	-68.267349
5071.069336	-68.317818
5081.835938	-68.369522
5092.602539	-68.435623
5103.369141	-68.500992
5114.135742	-68.515511
5124.902344	-68.388176
5135.668945	-68.497101
5146.435547	-68.628288
5157.202148	-68.506737
5167.968750	-68.633392
5178.735352	-68.627731
5189.501953	-68.661774
5200.268555	-68.704468
5211.035156	-68.821907
5221.801758	-68.728882
5232.568359	-68.743576
5243.334961	-68.830589
5254.101562	-68.970688
5264.868164	-68.925034
5275.634766	-68.959877
5286.401367	-69.057999
5297.167969	-69.031548
5307.934570	-69.061676
5318.701172	-69.061676
5329.467773	-69.105469
5340.234375	-69.099350
5351.000977	-69.119308
5361.767578	-69.126488
5372.534180	-69.136436
5383.300781	-69.142212
5394.067383	-69.149384
5404.833984	-69.154259
5415.600586	-69.159698
5426.367188	-69.164032
5437.133789	-69.168053
5447.900391	-69.171432
5458.666992	-69.174370
5469.433594	-69.176712
5480.200195	-69.178543
5490.966797	-69.179840
5501.733398	-69.180626
