Frequency (Hz)	Level (dB)
162.844849	-61.185654
163.181305	-60.636158
163.517761	-61.289177
163.854218	-59.853931
164.190674	-61.133179
164.527130	-53.501381
164.863586	-48.095306
165.200043	-52.167126
165.536499	-59.461109
165.872955	-59.528511
166.209412	-60.197639
166.545868	-62.127018
166.882324	-60.426476
167.218781	-61.440838
167.555237	-61.487949
167.891693	-60.377075
168.228149	-62.834278
168.564606	-62.508583
168.901062	-61.170616
169.237518	-63.073471
169.573975	-63.190453
169.910431	-60.560101
170.246887	-61.816059
170.583344	-62.417412
170.919800	-61.286030
171.256256	-61.586555
171.592712	-62.193989
171.929169	-62.471123
172.265625	-62.060722
172.602081	-59.344627
172.938538	-62.925705
173.274994	-61.484600
173.611450	-62.153072
173.947906	-62.334484
174.284363	-61.015888
174.620819	-60.301918
174.957275	-59.900993
175.293732	-59.454128
175.630188	-58.134926
175.966644	-58.336937
176.303101	-58.333672
176.639557	-57.004604
176.976013	-55.437149
177.312469	-57.403931
177.648926	-56.467476
177.985382	-60.735924
178.321838	-57.498951
178.658295	-60.499714
178.994751	-58.374939
179.331207	-60.394203
179.667664	-59.174591
180.004120	-60.917740
180.340576	-59.456371
180.677032	-60.500172
181.013489	-60.561462
181.349945	-61.989922
181.686401	-59.953571
182.022858	-60.793781
182.359314	-63.499798
182.695770	-61.446400
183.032227	-59.140831
183.368683	-60.079735
183.705139	-61.332108
184.041595	-60.154358
184.378052	-59.200806
184.714508	-60.923809
185.050964	-60.208042
185.387421	-60.599789
185.723877	-59.473724
186.060333	-58.242146
186.396790	-59.730782
186.733246	-57.932705
187.069702	-58.357918
187.406158	-59.275288
187.742615	-56.317806
188.079071	-47.962353
188.415527	-43.770721
188.751984	-46.128891
189.088440	-54.811363
189.424896	-57.674236
189.761353	-60.027168
190.097809	-56.963936
190.434265	-59.000008
190.770721	-59.018490
191.107178	-59.267609
191.443634	-56.672630
191.780090	-60.065506
192.116547	-61.792286
192.453003	-57.698170
192.789459	-60.239079
193.125916	-60.388126
193.462372	-58.830238
193.798828	-59.075779
194.135284	-58.143158
194.471741	-59.338898
194.808197	-59.538292
195.144653	-58.232761
195.481110	-59.444626
195.817566	-60.027248
196.154022	-60.550140
196.490479	-59.939880
196.826935	-57.684525
197.163391	-60.171684
197.499847	-57.497543
197.836304	-59.145065
198.172760	-59.455444
198.509216	-58.203213
198.845673	-58.887760
199.182129	-59.652470
199.518585	-58.891983
199.855042	-56.729191
200.191498	-55.899612
200.527954	-56.886803
200.864410	-59.147053
201.200867	-59.335106
201.537323	-59.533245
201.873779	-60.751625
202.210236	-58.628178
202.546692	-59.104492
202.883148	-58.116463
203.219604	-58.929504
203.556061	-59.990597
203.892517	-60.726292
204.228973	-60.185616
204.565430	-59.938427
204.901886	-59.413158
205.238342	-59.398518
205.574799	-59.162315
205.911255	-60.845459
206.247711	-56.995625
206.584167	-59.066036
206.920624	-57.998642
207.257080	-58.074890
207.593536	-58.347527
207.929993	-59.276020
208.266449	-60.308514
208.602905	-57.339977
208.939362	-57.816673
209.275818	-58.140186
209.612274	-59.579815
209.948730	-57.089298
210.285187	-56.199955
210.621643	-56.456310
210.958099	-56.425900
211.294556	-57.695309
211.631012	-56.917526
211.967468	-55.573029
212.303925	-52.272968
212.640381	-55.811890
212.976837	-58.039066
213.313293	-57.188889
213.649750	-59.108177
213.986206	-58.618343
214.322662	-58.469490
214.659119	-56.251102
214.995575	-57.872002
215.332031	-59.574261
215.668488	-58.462681
216.004944	-56.631927
216.341400	-58.049671
216.677856	-57.378151
217.014313	-58.525658
217.350769	-59.535316
217.687225	-58.742584
218.023682	-58.143768
218.360138	-59.226807
218.696594	-58.170544
219.033051	-58.055809
219.369507	-61.067463
219.705963	-57.349884
220.042419	-56.583782
220.378876	-56.758163
220.715332	-59.153030
221.051788	-56.485394
221.388245	-61.592396
221.724701	-58.344303
222.061157	-58.791798
222.397614	-60.386612
222.734070	-60.630688
223.070526	-58.304295
223.406982	-57.168373
223.743439	-57.845238
224.079895	-57.522125
224.416351	-56.563732
224.752808	-57.015495
225.089264	-56.660641
225.425720	-56.439999
225.762177	-55.644127
226.098633	-56.696129
226.435089	-57.638611
226.771545	-58.833603
227.108002	-56.636181
227.444458	-58.216179
227.780914	-57.355431
228.117371	-59.971748
228.453827	-58.133110
228.790283	-55.880898
229.126740	-57.843433
229.463196	-56.865349
229.799652	-58.681458
230.136108	-58.915634
230.472565	-56.286659
